GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C9F001,C9G001,C9G002,C9G003,C9G004
"G2800890","1980","A","3","6","Mississippi","28",,"Madison","089",,,,,,,,,,,,,"02",,,,,,,,"MADISON COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",18249,23255,11,0,0,2,25,0,0,27,0,3,2,0,39,391,70,320,0,1
"G2800910","1980","A","3","6","Mississippi","28",,"Marion","091",,,,,,,,,,,,,"06",,,,,,,,"MARION COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1",17968,7691,23,0,0,9,0,1,3,2,0,1,0,0,10,241,96,133,2,10
"G2800930","1980","A","3","6","Mississippi","28",,"Marshall","093",,,,,,,,,,,,,"02",,,,,,,,"MARSHALL COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",13647,15577,13,0,0,3,0,2,5,12,0,6,0,0,31,226,64,156,3,3
"G2800950","1980","A","3","6","Mississippi","28",,"Monroe","095",,,,,,,,,,,,,"05",,,,,,,,"MONROE COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0",25544,10813,12,0,0,3,0,1,3,2,3,3,0,0,20,230,84,139,1,6
"G2800970","1980","A","3","6","Mississippi","28",,"Montgomery","097",,,,,,,,,,,,,"06",,,,,,,,"MONTGOMERY COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0",7883,5473,2,0,0,0,0,1,0,0,0,2,0,0,5,133,46,83,0,4
"G2800990","1980","A","3","6","Mississippi","28",,"Neshoba","099",,,,,,,,,,,,,"06",,,,,,,,"NESHOBA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",17074,4266,2385,1,0,3,1,13,3,2,10,1,0,1,29,138,100,19,15,4
"G2801010","1980","A","3","6","Mississippi","28",,"Newton","101",,,,,,,,,,,,,"06",,,,,,,,"NEWTON COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1",13998,5430,491,0,0,2,0,5,3,3,0,3,0,0,9,155,63,74,13,5
"G2801030","1980","A","3","6","Mississippi","28",,"Noxubee","103",,,,,,,,,,,,,"05",,,,,,,,"NOXUBEE COUNTY","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","1",4653,8534,20,0,0,0,0,0,0,2,1,1,0,0,1,143,11,131,0,1
"G2801050","1980","A","3","6","Mississippi","28",,"Oktibbeha","105",,,,,,,,,,,,,"05",,,,,,,,"OKTIBBEHA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",23138,12355,28,0,3,21,131,17,38,68,8,0,0,0,211,367,179,112,12,64
"G2801070","1980","A","3","6","Mississippi","28",,"Panola","107",,,,,,,,,,,,,"02",,,,,,,,"PANOLA COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",14312,13785,3,2,1,2,1,0,2,21,1,2,1,0,31,283,74,186,0,23
"G2801090","1980","A","3","6","Mississippi","28",,"Pearl River","109",,,,,,,,,,,,,"07",,,,,,,,"PEARL RIVER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",28622,5032,52,1,0,5,10,5,5,6,2,8,0,1,46,283,231,21,14,17
"G2801110","1980","A","3","6","Mississippi","28",,"Perry","111",,,,,,,,,,,,,"07",,,,,,,,"PERRY COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0",7712,2141,5,0,0,1,0,1,0,1,0,2,0,0,1,87,46,40,0,1
"G2801130","1980","A","3","6","Mississippi","28",,"Pike","113",,,,,,,,,,,,,"03",,,,,,,,"PIKE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",20406,15666,21,0,0,13,0,11,3,11,0,0,2,0,40,380,103,251,3,23
"G2801150","1980","A","3","6","Mississippi","28",,"Pontotoc","115",,,,,,,,,,,,,"04",,,,,,,,"PONTOTOC COUNTY","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",17618,3259,2,0,0,1,1,5,3,17,0,0,1,0,11,170,109,56,0,5
"G2801170","1980","A","3","6","Mississippi","28",,"Prentiss","117",,,,,,,,,,,,,"04",,,,,,,,"PRENTISS COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1",21383,2590,23,0,0,0,0,7,4,5,3,1,0,0,9,130,73,47,4,6
"G2801190","1980","A","3","6","Mississippi","28",,"Quitman","119",,,,,,,,,,,,,"01",,,,,,,,"QUITMAN COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",5530,7074,3,0,0,0,21,0,1,2,0,1,0,0,4,97,26,66,2,3
"G2801210","1980","A","3","6","Mississippi","28","3560","Rankin","121",,,,,,,,,,,,,"06",,,,,,,,"RANKIN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",56282,12901,50,0,0,16,32,10,10,32,1,4,0,0,89,453,292,88,9,64
"G2801230","1980","A","3","6","Mississippi","28",,"Scott","123",,,,,,,,,,,,,"06",,,,,,,,"SCOTT COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",15850,8603,59,0,0,2,1,3,0,5,2,2,1,0,28,257,135,95,1,26
"G2801250","1980","A","3","6","Mississippi","28",,"Sharkey","125",,,,,,,,,,,,,"01",,,,,,,,"SHARKEY COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1",2700,5229,16,0,0,3,12,0,0,2,0,1,0,0,1,107,11,94,1,1
"G2801270","1980","A","3","6","Mississippi","28",,"Simpson","127",,,,,,,,,,,,,"06",,,,,,,,"SIMPSON COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1",16198,7207,15,0,0,5,0,1,0,0,0,3,0,0,12,181,98,72,1,10
"G2801290","1980","A","3","6","Mississippi","28",,"Smith","129",,,,,,,,,,,,,"06",,,,,,,,"SMITH COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0",11864,3189,7,0,0,4,0,0,2,1,0,1,0,0,9,141,94,43,0,4
"G2801310","1980","A","3","6","Mississippi","28","0920","Stone","131",,,,,,,,,,,,,"07",,,,,,,,"STONE COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1",7463,2195,11,0,2,8,2,3,2,2,2,1,0,0,25,87,33,33,2,19
"G2801330","1980","A","3","6","Mississippi","28",,"Sunflower","133",,,,,,,,,,,,,"01",,,,,,,,"SUNFLOWER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",13052,21611,30,0,0,4,96,14,1,0,0,5,0,0,31,495,88,375,5,27
"G2801350","1980","A","3","6","Mississippi","28",,"Tallahatchie","135",,,,,,,,,,,,,"01",,,,,,,,"TALLAHATCHIE COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",7252,9823,3,0,0,0,52,2,0,4,0,3,0,0,18,257,53,196,3,5
"G2801370","1980","A","3","6","Mississippi","28",,"Tate","137",,,,,,,,,,,,,"02",,,,,,,,"TATE COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",12339,7735,10,0,1,0,4,3,1,3,4,3,0,0,16,261,52,196,1,12
"G2801390","1980","A","3","6","Mississippi","28",,"Tippah","139",,,,,,,,,,,,,"04",,,,,,,,"TIPPAH COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",15743,2978,5,0,1,0,3,0,6,3,0,0,0,0,0,118,101,17,0,0
"G2801410","1980","A","3","6","Mississippi","28",,"Tishomingo","141",,,,,,,,,,,,,"04",,,,,,,,"TISHOMINGO COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",17676,683,55,0,3,0,0,2,4,3,1,0,0,0,7,79,72,0,3,4
"G2801430","1980","A","3","6","Mississippi","28",,"Tunica","143",,,,,,,,,,,,,"01",,,,,,,,"TUNICA COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","1",2566,7050,5,0,0,0,5,0,0,0,0,0,0,0,26,107,2,83,1,21
"G2801450","1980","A","3","6","Mississippi","28",,"Union","145",,,,,,,,,,,,,"04",,,,,,,,"UNION COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1",18701,3000,18,0,0,1,0,1,0,7,0,1,0,0,12,140,106,26,3,5
"G2801470","1980","A","3","6","Mississippi","28",,"Walthall","147",,,,,,,,,,,,,"06",,,,,,,,"WALTHALL COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",8095,5646,3,0,0,0,1,1,0,12,0,1,0,1,1,163,43,120,0,0
"G2801490","1980","A","3","6","Mississippi","28",,"Warren","149",,,,,,,,,,,,,"03",,,,,,,,"WARREN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",31878,19301,39,2,1,13,96,18,32,146,1,10,0,0,90,582,296,237,4,45
"G2801510","1980","A","3","6","Mississippi","28",,"Washington","151",,,,,,,,,,,,,"01",,,,,,,,"WASHINGTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",31619,40216,21,0,0,11,279,10,8,23,19,14,4,0,120,719,238,427,1,53
"G2801530","1980","A","3","6","Mississippi","28",,"Wayne","153",,,,,,,,,,,,,"06",,,,,,,,"WAYNE COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",12695,6405,9,0,0,1,0,1,1,7,0,1,0,1,14,149,44,92,3,10
"G2801550","1980","A","3","6","Mississippi","28",,"Webster","155",,,,,,,,,,,,,"06",,,,,,,,"WEBSTER COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0",8265,2014,5,0,0,2,0,0,0,2,0,1,0,0,11,103,52,44,0,7
"G2801570","1980","A","3","6","Mississippi","28",,"Wilkinson","157",,,,,,,,,,,,,"03",,,,,,,,"WILKINSON COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",3292,6708,11,0,0,1,0,1,0,0,0,2,0,0,6,151,37,110,4,0
"G2801590","1980","A","3","6","Mississippi","28",,"Winston","159",,,,,,,,,,,,,"06",,,,,,,,"WINSTON COUNTY","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",11661,7637,155,0,0,3,11,0,2,2,0,0,0,0,3,117,38,77,2,0
"G2801610","1980","A","3","6","Mississippi","28",,"Yalobusha","161",,,,,,,,,,,,,"02",,,,,,,,"YALOBUSHA COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1",8098,5015,3,0,0,1,0,0,1,4,2,0,4,1,10,144,65,73,3,3
"G2801630","1980","A","3","6","Mississippi","28",,"Yazoo","163",,,,,,,,,,,,,"02",,,,,,,,"YAZOO COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",13197,14051,17,0,0,3,13,3,2,4,0,3,0,0,56,395,66,296,2,31
"G2900010","1980","A","2","4","Missouri","29",,"Adair","001",,,,,,,,,,,,,"02",,,,,,,,"ADAIR COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",24192,311,30,0,0,25,125,18,13,20,1,3,0,7,125,136,109,1,7,19
"G2900030","1980","A","2","4","Missouri","29","7000","Andrew","003",,,,,,,,,,,,,"01",,,,,,,,"ANDREW COUNTY","0","0","1","0","0","0","1","0","0","0","0","1","1","1","1","0","0","0","0","1","0",13916,9,14,1,1,2,0,2,7,1,7,0,1,1,18,70,67,0,0,3
"G2900050","1980","A","2","4","Missouri","29",,"Atchison","005",,,,,,,,,,,,,"01",,,,,,,,"ATCHISON COUNTY","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0",8514,44,2,0,0,0,0,0,3,3,0,0,0,0,39,56,28,0,0,28
"G2900070","1980","A","2","4","Missouri","29",,"Audrain","007",,,,,,,,,,,,,"02",,,,,,,,"AUDRAIN COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",24851,1486,12,0,2,4,7,16,9,13,4,3,0,0,51,273,231,15,8,19
"G2900090","1980","A","2","4","Missouri","29",,"Barry","009",,,,,,,,,,,,,"04",,,,,,,,"BARRY COUNTY","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0",24157,5,111,0,1,7,2,37,3,11,9,1,0,0,64,117,81,1,17,18
"G2900110","1980","A","2","4","Missouri","29",,"Barton","011",,,,,,,,,,,,,"03",,,,,,,,"BARTON COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0",11223,2,45,0,0,4,0,3,2,5,1,0,0,0,7,41,35,0,1,5
"G2900130","1980","A","2","4","Missouri","29",,"Bates","013",,,,,,,,,,,,,"03",,,,,,,,"BATES COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",15668,121,43,0,0,1,12,3,0,2,0,0,0,0,23,69,57,0,1,11
"G2900150","1980","A","2","4","Missouri","29",,"Benton","015",,,,,,,,,,,,,"05",,,,,,,,"BENTON COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",12077,14,59,0,0,4,1,2,3,4,1,1,0,0,17,52,42,0,6,4
"G2900170","1980","A","2","4","Missouri","29",,"Bollinger","017",,,,,,,,,,,,,"06",,,,,,,,"BOLLINGER COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0",10265,0,9,0,0,1,1,0,1,1,3,0,0,0,20,24,23,0,0,1
"G2900190","1980","A","2","4","Missouri","29","1740","Boone","019",,,,,,,,,,,,,"02",,,,,,,,"BOONE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",91767,6401,181,4,3,131,377,102,161,191,110,9,2,7,930,973,681,24,46,222
"G2900210","1980","A","2","4","Missouri","29","7000","Buchanan","021",,,,,,,,,,,,,"01",,,,,,,,"BUCHANAN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",84418,2619,219,0,1,21,14,38,30,55,2,11,3,0,457,1548,1132,26,46,344
"G2900230","1980","A","2","4","Missouri","29",,"Butler","023",,,,,,,,,,,,,"09",,,,,,,,"BUTLER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",35564,1891,71,3,8,9,2,17,26,37,7,2,0,0,56,215,178,16,3,18
"G2900250","1980","A","2","4","Missouri","29",,"Caldwell","025",,,,,,,,,,,,,"02",,,,,,,,"CALDWELL COUNTY","0","0","1","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0",8631,4,12,0,0,2,0,1,0,4,0,0,0,1,5,41,37,0,1,3
"G2900270","1980","A","2","4","Missouri","29",,"Callaway","027",,,,,,,,,,,,,"02",,,,,,,,"CALLAWAY COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",30302,1689,90,2,2,11,7,24,8,17,20,2,1,0,77,178,144,3,7,24
"G2900290","1980","A","2","4","Missouri","29",,"Camden","029",,,,,,,,,,,,,"05",,,,,,,,"CAMDEN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",19864,30,61,0,0,4,17,5,8,2,0,0,0,0,26,131,115,0,5,11
"G2900310","1980","A","2","4","Missouri","29",,"Cape Girardeau","031",,,,,,,,,,,,,"06",,,,,,,,"CAPE GIRARDEAU COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",56251,2231,77,0,1,71,33,12,38,21,7,2,1,0,92,298,237,8,13,40
"G2900330","1980","A","2","4","Missouri","29",,"Carroll","033",,,,,,,,,,,,,"01",,,,,,,,"CARROLL COUNTY","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0",11818,268,12,0,0,1,0,0,3,12,0,0,0,1,16,75,65,1,0,9
"G2900350","1980","A","2","4","Missouri","29",,"Carter","035",,,,,,,,,,,,,"08",,,,,,,,"CARTER COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5386,0,20,0,0,1,0,0,0,0,0,0,0,0,21,32,18,0,7,7
"G2900370","1980","A","2","4","Missouri","29","3760","Cass","037",,,,,,,,,,,,,"03",,,,,,,,"CASS COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",50141,404,173,1,0,30,8,30,37,4,33,5,2,0,161,402,292,1,5,104
"G2900390","1980","A","2","4","Missouri","29",,"Cedar","039",,,,,,,,,,,,,"03",,,,,,,,"CEDAR COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0",11790,1,68,1,0,1,1,1,3,6,9,0,0,0,13,81,69,0,1,11
"G2900410","1980","A","2","4","Missouri","29",,"Chariton","041",,,,,,,,,,,,,"02",,,,,,,,"CHARITON COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0",9945,517,12,0,0,2,0,0,3,2,0,0,0,0,8,30,22,4,3,1
"G2900430","1980","A","2","4","Missouri","29","7920","Christian","043",,,,,,,,,,,,,"07",,,,,,,,"CHRISTIAN COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",22206,10,131,0,0,3,3,0,4,4,7,2,0,0,32,115,90,0,5,20
"G2900450","1980","A","2","4","Missouri","29",,"Clark","045",,,,,,,,,,,,,"02",,,,,,,,"CLARK COUNTY","0","0","1","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0",8473,6,3,0,0,1,0,3,2,1,0,0,0,0,4,28,26,0,0,2
"G2900470","1980","A","2","4","Missouri","29","3760","Clay","047",,,,,,,,,,,,,"A",,,,,,,,"CLAY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",133050,1449,509,2,6,88,94,94,130,99,60,20,0,2,885,2157,1497,18,40,602
"G2900490","1980","A","2","4","Missouri","29",,"Clinton","049",,,,,,,,,,,,,"01",,,,,,,,"CLINTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",15470,336,44,4,0,0,0,3,12,10,0,0,0,0,37,93,70,0,2,21
"G2900510","1980","A","2","4","Missouri","29",,"Cole","051",,,,,,,,,,,,,"06",,,,,,,,"COLE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",51997,4223,73,3,1,12,66,6,7,46,34,9,6,1,179,298,231,20,16,31
"G2900530","1980","A","2","4","Missouri","29",,"Cooper","053",,,,,,,,,,,,,"03",,,,,,,,"COOPER COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0",13652,891,31,0,0,6,2,4,2,7,4,12,5,1,26,96,83,2,2,9
"G2900550","1980","A","2","4","Missouri","29",,"Crawford","055",,,,,,,,,,,,,"05",,,,,,,,"CRAWFORD COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",18219,3,46,1,0,3,0,0,3,12,1,0,0,0,12,88,76,0,6,6
"G2900570","1980","A","2","4","Missouri","29",,"Dade","057",,,,,,,,,,,,,"03",,,,,,,,"DADE COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",7313,15,32,0,0,0,0,4,0,1,0,1,0,0,17,32,24,0,1,7
"G2900590","1980","A","2","4","Missouri","29",,"Dallas","059",,,,,,,,,,,,,"07",,,,,,,,"DALLAS COUNTY","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0",11987,15,66,1,0,5,0,5,1,2,0,0,2,0,12,70,59,0,2,9
"G2900610","1980","A","2","4","Missouri","29",,"Daviess","061",,,,,,,,,,,,,"02",,,,,,,,"DAVIESS COUNTY","0","0","1","1","1","0","1","0","0","0","0","1","1","1","1","0","0","0","0","0","0",8877,6,10,0,0,0,2,1,1,1,0,0,0,0,7,46,45,0,0,1
"G2900630","1980","A","2","4","Missouri","29",,"DeKalb","063",,,,,,,,,,,,,"02",,,,,,,,"DE KALB COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0",8186,0,13,0,0,0,0,4,0,3,0,0,1,1,14,46,37,0,0,9
"G2900650","1980","A","2","4","Missouri","29",,"Dent","065",,,,,,,,,,,,,"08",,,,,,,,"DENT COUNTY","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0",14471,0,21,0,0,1,1,9,0,6,0,0,0,0,8,66,65,0,0,1
"G2900670","1980","A","2","4","Missouri","29",,"Douglas","067",,,,,,,,,,,,,"07",,,,,,,,"DOUGLAS COUNTY","0","0","1","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0",11508,4,58,0,0,4,3,1,3,1,0,0,0,0,12,66,62,0,2,2
"G2900690","1980","A","2","4","Missouri","29",,"Dunklin","069",,,,,,,,,,,,,"09",,,,,,,,"DUNKLIN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",33920,2293,36,0,0,4,7,6,6,8,0,1,1,0,42,212,166,18,9,19
"G2900710","1980","A","2","4","Missouri","29","7040","Franklin","071",,,,,,,,,,,,,"06",,,,,,,,"FRANKLIN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",70200,696,119,2,1,7,3,33,43,22,9,1,1,0,96,400,338,0,7,55
"G2900730","1980","A","2","4","Missouri","29",,"Gasconade","073",,,,,,,,,,,,,"06",,,,,,,,"GASCONADE COUNTY","0","0","1","1","0","0","1","0","0","0","0","1","1","1","1","0","0","0","0","0","0",13124,6,9,0,0,5,4,0,0,13,0,2,0,0,18,47,45,0,0,2
"G2900750","1980","A","2","4","Missouri","29",,"Gentry","075",,,,,,,,,,,,,"02",,,,,,,,"GENTRY COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0",7866,0,8,0,1,2,3,0,0,2,0,3,0,0,2,37,31,0,4,2
"G2900770","1980","A","2","4","Missouri","29","7920","Greene","077",,,,,,,,,,,,,"C",,,,,,,,"GREENE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",180103,3004,924,4,4,91,110,96,147,77,260,16,5,9,452,1255,991,19,40,205
"G2900790","1980","A","2","4","Missouri","29",,"Grundy","079",,,,,,,,,,,,,"02",,,,,,,,"GRUNDY COUNTY","0","0","1","0","1","0","1","0","0","0","0","1","0","1","1","0","0","0","0","1","0",11899,10,21,0,0,3,0,3,3,4,1,0,0,0,15,72,59,0,0,13
"G2900810","1980","A","2","4","Missouri","29",,"Harrison","081",,,,,,,,,,,,,"02",,,,,,,,"HARRISON COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0",9852,0,16,0,0,2,0,8,4,3,2,0,0,0,3,45,41,0,4,0
"G2900830","1980","A","2","4","Missouri","29",,"Henry","083",,,,,,,,,,,,,"03",,,,,,,,"HENRY COUNTY","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",19348,227,57,0,0,2,3,3,1,7,0,0,0,0,24,93,81,0,0,12
"G2900850","1980","A","2","4","Missouri","29",,"Hickory","085",,,,,,,,,,,,,"05",,,,,,,,"HICKORY COUNTY","0","0","1","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0",6334,1,20,0,0,2,0,0,3,1,0,0,0,0,6,31,29,0,1,1
"G2900870","1980","A","2","4","Missouri","29",,"Holt","087",,,,,,,,,,,,,"01",,,,,,,,"HOLT COUNTY","0","0","1","0","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",6824,5,26,2,0,3,0,6,0,1,1,0,0,0,14,21,18,0,1,2
"G2900890","1980","A","2","4","Missouri","29",,"Howard","089",,,,,,,,,,,,,"02",,,,,,,,"HOWARD COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0",9130,835,10,0,0,6,0,1,6,2,4,4,0,1,9,28,26,0,0,2
"G2900910","1980","A","2","4","Missouri","29",,"Howell","091",,,,,,,,,,,,,"07",,,,,,,,"HOWELL COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",28525,46,179,0,0,8,2,8,4,4,2,3,0,0,26,115,101,0,4,10
"G2900930","1980","A","2","4","Missouri","29",,"Iron","093",,,,,,,,,,,,,"08",,,,,,,,"IRON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",10966,44,26,0,0,3,0,2,11,5,0,2,0,0,25,74,55,0,1,18
"G2900950","1980","A","2","4","Missouri","29","3760","Jackson","095",,,,,,,,,,,,,"A",,,,,,,,"JACKSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",488451,125779,2245,23,5,459,415,848,467,492,1261,134,45,355,8287,16492,8788,702,377,6625
"G2900970","1980","A","2","4","Missouri","29","3710","Jasper","097",,,,,,,,,,,,,"04",,,,,,,,"JASPER COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",84733,1009,672,14,1,43,22,36,27,44,154,12,1,1,189,625,481,1,37,106
"G2900990","1980","A","2","4","Missouri","29","7040","Jefferson","099",,,,,,,,,,,,,"B",,,,,,,,"JEFFERSON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",144441,954,277,3,4,23,17,72,66,32,28,12,0,0,254,931,789,2,19,121
"G2901010","1980","A","2","4","Missouri","29",,"Johnson","101",,,,,,,,,,,,,"03",,,,,,,,"JOHNSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",36357,1973,73,2,0,48,114,98,55,26,19,16,18,4,256,554,345,21,41,147
"G2901030","1980","A","2","4","Missouri","29",,"Knox","103",,,,,,,,,,,,,"02",,,,,,,,"KNOX COUNTY","0","0","1","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","1","1","0",5482,6,5,0,0,0,0,0,0,8,0,0,0,0,7,8,6,0,0,2
