fid,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,JOIN_KEY,STATEFP,COUNTYFP,GEOID,GISJOIN,WHITE,BLACK,TOTPOP,POC
1681,"17","031","611600","17031611600","6116",Census Tract 6116,G5020,S,315136,0,"+41.7975955",-087.6767427,"17031611600","17","031","17031611600",G17031611600,19,1057,1609,1590
1682,"17","031","611700","17031611700","6117",Census Tract 6117,G5020,S,328311,0,"+41.7975991",-087.6719762,"17031611700","17","031","17031611700",G17031611700,9,1267,1990,1981
1683,"17","031","611800","17031611800","6118",Census Tract 6118,G5020,S,327809,0,"+41.7976477",-087.6671138,"17031611800","17","031","17031611800",G17031611800,13,1617,2139,2126
1684,"17","031","611900","17031611900","6119",Census Tract 6119,G5020,S,628348,25202,"+41.7985375",-087.6595552,"17031611900","17","031","17031611900",G17031611900,29,1703,2045,2016
1685,"17","031","612000","17031612000","6120",Census Tract 6120,G5020,S,325922,0,"+41.7978466",-087.6525359,"17031612000","17","031","17031612000",G17031612000,17,1427,1545,1528
1686,"17","031","612100","17031612100","6121",Census Tract 6121,G5020,S,326346,0,"+41.7979127",-087.6476807,"17031612100","17","031","17031612100",G17031612100,17,1381,1470,1453
1694,"17","031","821900","17031821900","8219",Census Tract 8219,G5020,S,1902374,0,"+41.7122275",-087.6970001,"17031821900","17","031","17031821900",G17031821900,3899,700,5233,1334
1695,"17","031","826303","17031826303","8263.03",Census Tract 8263.03,G5020,S,1560655,0,"+41.6134074",-087.5914302,"17031826303","17","031","17031826303",G17031826303,260,3716,4162,3902
1697,"17","031","823303","17031823303","8233.03",Census Tract 8233.03,G5020,S,2004696,0,"+41.6777612",-087.7279283,"17031823303","17","031","17031823303",G17031823303,3012,480,4519,1507
1752,"17","031","630100","17031630100","6301",Census Tract 6301,G5020,S,508072,0,"+41.7992713",-087.6816688,"17031630100","17","031","17031630100",G17031630100,48,247,1156,1108
1753,"17","031","630200","17031630200","6302",Census Tract 6302,G5020,S,634190,0,"+41.8027454",-087.6940453,"17031630200","17","031","17031630200",G17031630200,152,28,1931,1779
1754,"17","031","630300","17031630300","6303",Census Tract 6303,G5020,S,985491,0,"+41.7988620",-087.7086378,"17031630300","17","031","17031630300",G17031630300,230,75,5521,5291
1755,"17","031","630400","17031630400","6304",Census Tract 6304,G5020,S,658247,0,"+41.7972545",-087.6987811,"17031630400","17","031","17031630400",G17031630400,389,40,7083,6694
1756,"17","031","630500","17031630500","6305",Census Tract 6305,G5020,S,657743,0,"+41.7974274",-087.6890165,"17031630500","17","031","17031630500",G17031630500,296,144,6364,6068
1757,"17","031","630800","17031630800","6308",Census Tract 6308,G5020,S,655815,0,"+41.7899652",-087.6985725,"17031630800","17","031","17031630800",G17031630800,298,422,7107,6809
1758,"17","031","630900","17031630900","6309",Census Tract 6309,G5020,S,659761,0,"+41.7898114",-087.7083655,"17031630900","17","031","17031630900",G17031630900,342,109,5363,5021
2046,"18","089","040100","18089040100","401",Census Tract 401,G5020,S,3932837,3701344,"+41.6767540",-087.4764910,"18089040100","18","089","18089040100",G18089040100,824,67,1474,650
2057,"18","089","040200","18089040200","402",Census Tract 402,G5020,S,722923,0,"+41.6796622",-087.4959011,"18089040200","18","089","18089040200",G18089040200,1909,74,3523,1614
2144,"18","089","020100","18089020100","201",Census Tract 201,G5020,S,1384201,0,"+41.6805952",-087.5042768,"18089020100","18","089","18089020100",G18089020100,2703,177,4750,2047
2145,"18","089","020200","18089020200","202",Census Tract 202,G5020,S,6374370,5153392,"+41.6854874",-087.5119163,"18089020200","18","089","18089020200",G18089020200,1567,62,2513,946
2146,"18","089","020300","18089020300","203",Census Tract 203,G5020,S,8896988,304098,"+41.6486036",-087.4991492,"18089020300","18","089","18089020300",G18089020300,2875,424,6601,3726
